text,author,categories
"I think it's something that needs to be said - that there are interracial marriages out there, and the couples live happy lives, and there's nothing wrong with it.","Tia Mowry","Marriage,Happy,Think,Said"
"The future of our nation depends on our ability to produce food and fiber to sustain the world.","Phil Bredesen","Food,Future,World,Nation"
"Try to learn something about everything and everything about something.","Thomas Huxley","Learning,Learn,Everything,Try"
"I feel very deeply about the need to respect and tolerate people of different social - or sexual orientation. But at the same time, I believe marriage should be preserved as an institution for one man and one woman.","Mitt Romney","Marriage,Respect,Time,Man"
"The degree of loving is measured by the degree of giving.","Edwin Louis Cole","Love,Giving,Loving,Degree"
"A marriage is no amusement but a solemn act, and generally a sad one.","Queen Victoria","Marriage,Sad,Act,Amusement"
"We may give without loving, but we cannot love without giving.","Bernard Meltzer","Love,Giving,Loving,May"
"One loyal friend is worth ten thousand relatives.","Euripides","Friendship,Friend,Worth,Loyal"
"I enjoyed the whole process of learning and was always happy when autumn came and school or college started up again.","Claire Tomalin","Learning,Autumn,Happy,School"
"I believe in the compelling power of love. I do not understand it. I believe it to be the most fragrant blossom of all this thorny existence.","Theodore Dreiser","Love,Power,Believe,I Believe"
"I'm most proud of the longevity of my marriage, my kids, and my grandchildren. If you don't have that, you really don't have very much.","Bob Newhart","Marriage,Proud,Grandchildren,You"
"I'm more afraid of marriage than death.","Shakira","Marriage,Death,More,Afraid"
"The five stages - denial, anger, bargaining, depression, and acceptance - are a part of the framework that makes up our learning to live with the one we lost. They are tools to help us frame and identify what we may be feeling. But they are not stops on some linear timeline in grief.","Elisabeth Kubler-Ross","Learning,Anger,Depression,Grief"
"Ounce for ounce, herbs and spices have more antioxidants than any other food group.","Michael Greger","Food,Group,Herbs,Spices"
"No man is regular in his attendance at the House of Commons until he is married.","Benjamin Disraeli","Marriage,Man,House,Attendance"
"Life leaps like a geyser for those who drill through the rock of inertia.","Alexis Carrel","Life,Rock,Like,Through"
"I don't lose any sleep at night over the potential for failure. I cannot even spell the word.","James Mattis","Failure,Sleep,Potential,Night"
"Don't marry the person you think you can live with; marry only the individual you think you can't live without.","James Dobson","Marriage,Live,Think,You"
"Never give up, which is the lesson I learned from boxing. As soon as you learn to never give up, you have to learn the power and wisdom of unconditional surrender, and that one doesn't cancel out the other; they just exist as contradictions. The wisdom of it comes as you get older.","Kris Kristofferson","Wisdom,Never Give Up,Power,Boxing"
"Culture is the intersection of people and life itself. It's how we deal with life, love, death, birth, disappointment... all of that is expressed in culture.","Wendell Pierce","Life,Love,Death,Culture"
"When our weaknesses affect health and friendship, we are very much aware of their existence.","Mother Angelica","Friendship,Health,Existence,Affect"
"Our health-care morass is like the problems of global warming and the national debt - the kind of vast policy failure that is far easier to get into than to get out of. Americans say that they want leaders who will take on these problems.","Atul Gawande","Failure,Problems,Global Warming"
"Education in general, and higher education in particular, is on the brink of a huge disruption. Two big questions, which were once so well-settled that we ceased asking them, are now up for grabs. What should young people be learning? And what sorts of credentials indicate they're ready for the workforce?","Dan Pink","Learning,Education,People,Questions"
"Communication - the human connection - is the key to personal and career success.","Paul J. Meyer","Success,Communication,Career,Key"
"Start-ups make so many mistakes that the challenge to identify the root cause of a failure is tough. But believing in your own plan is probably the worst.","Eric Ries","Failure,Challenge,Mistakes,Plan"
"Mothers are supposed to listen and, afterward, to respond with some wisdom and perspective, but these things were not my mother's strong suit.","Anne Lamott","Wisdom,Mother,Strong,Perspective"
"It's both rebellion and conformity that attack you with success.","Amy Tan","Success,You,Rebellion,Conformity"
"Influential people are never satisfied with the status quo. They're the ones who constantly ask, 'What if?' and 'Why not?' They're not afraid to challenge conventional wisdom, and they don't disrupt things for the sake of being disruptive; they do it to make things better.","Travis Bradberry","Wisdom,Challenge,People,Better"
"Everyone discusses my art and pretends to understand, as if it were necessary to understand, when it is simply necessary to love.","Claude Monet","Love,Art,Understand,Everyone"
"I live a healthy lifestyle and I crave healthy food. I love porridge - I have bizarre cravings for it. I love it with brown sugar and bananas, and I'm a huge fan of cinnamon - I put cinnamon on everything. I also have a sweet tooth and I don't like to deprive myself. I think everything in moderation is the key.","Jessica Lowndes","Food,Love,Myself,Sweet"
"I think one of the terrible things today is that people have this deathly fear of food: fear of eggs, say, or fear of butter. Most doctors feel that you can have a little bit of everything.","Julia Child","Food,Fear,Today,People"
"It's easy to look at the things of this world to solve our challenges and obstacles in life, but when we submit our lives to Christ, His grace, mercy, peace and love will bring true fulfillment to our lives.","Bethany Hamilton","Love,Life,Peace,Obstacles"
"The solution as consumers is - perhaps surprisingly - to take adverts very, very seriously. We should ask ourselves what it is that we find lovely in them - the visions of friendship, togetherness, repose, or whatever. And then consider what would actually help us find these qualities in our lives.","Alain de Botton","Friendship,Help,Solution,Find"
"To make no mistakes is not in the power of man; but from their errors and mistakes the wise and good learn wisdom for the future.","Plutarch","Learning,Wisdom,Future,Good"
"The superior man blames himself. The inferior man blames others.","Don Shula","Wisdom,Man,Others,Superior"
"On the one hand, the idea of marriage and the sort of traditional family life repulses me. But on the other hand, I long for it, you know what I mean? I'm constantly in conflict with things. And it is because of my past and my upbringing and the journey that I've been on.","Madonna Ciccone","Marriage,Life,Family,Journey"
"Music washes away from the soul the dust of everyday life.","Berthold Auerbach","Life,Music,Soul,Everyday Life"
"I'm full of self-doubt. I doubt everything I do. Everything I do is a failure.","John Banville","Failure,Doubt,Everything"
"Love... it surrounds every being and extends slowly to embrace all that shall be.","Khalil Gibran","Love,Embrace,Being,Slowly"
"Right now I am trying to be in a place of calm, a place where I can chill out and then handle the chaos of life better. You don't just get it overnight; you have to work at it. It's a daily struggle.","Jackee Harry","Life,Work,Daily,Struggle"
"The way to become rich is to put all your eggs in one basket and then watch that basket.","Andrew Carnegie","Finance,Rich,Way,Eggs"
"A poet could write volumes about diners, because they're so beautiful. They're brightly lit, with chrome and booths and Naugahyde and great waitresses. Now, it might not be so great in the health department, but I think diner food is really worth experiencing periodically.","David Lynch","Food,Health,Beautiful,Great"
"Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful.","Albert Schweitzer","Love,Success,Happiness"
"Earn your success based on service to others, not at the expense of others.","H. Jackson Brown, Jr.","Success,Service,Others,Earn"
"There is a mutual interest between Israel and the United States of America. It is more than friendship - it is friendship plus mutual interest, and it is bipartisan.","Tzipi Livni","Friendship,America,Israel,Interest"
"The rules of friendship are tacit, unconscious; they are not rational. In business, though, you have to think rationally.","Steven Pinker","Friendship,Business,Rules,Think"
"The purpose of our lives is to be happy.","Dalai Lama","Life,Happy,Purpose,Be Happy"
"We need to accept that the commandments of God aren't just a long list of good ideas. They aren't 'life hacks' from an Internet blog or motivational quotes from a Pinterest board.","Dieter F. Uchtdorf","Motivational,Life,Good,God"
"Finance is wholly different from the rest the economy.","Alan Greenspan","Finance,Rest,Different,Economy"
"Learning what all you can overcome as a person, as a human being, is very important. It's very important to understand your strength. Which is not to say you become hardened or bitter.","Katrina Kaif","Learning,Strength,Important,You"
"Doing things like playing music, something that's so natural and basic to human function, running around in nature, eating delicious food. These things are intrinsic in basic, primordial to human beings, so that's sort of a way to return to a blank canvas, allowing my true personality to return.","Ezra Miller","Food,Music,Nature,Personality"
"Raising children is an incredibly hard and risky business in which no cumulative wisdom is gained: each generation repeats the mistakes the previous one made.","Bill Cosby","Wisdom,Business,Children,Mistakes"
"In a drama of the highest order there is little food for censure or hatred; it teaches rather self-knowledge and self-respect.","Percy Bysshe Shelley","Food,Hatred,Self-Respect,Drama"
"It's failure, really, that you grow by, although nobody likes to experience it.","Nick Nolte","Failure,Experience,Grow,You"
"I'm Irish, so I'm used to odd stews. I can take it. Just throw a lot of carrots and onions in there and I'll call it dinner.","Liam Neeson","Food,Dinner,I Can,Odd"
"The French word for wanderlust or wandering is 'errance.' The etymology is the same as 'error.' So to wander is to make mistakes. In other words, to make mistakes, to make errors is sort of the idea of learning through trial and error, allowing the mistakes to be part of the process.","Robyn Davidson","Learning,Mistakes,Words,Process"
"For me, the good food starts with good product.","Jean-Georges Vongerichten","Food,Good,Good Food,Me"
"When man learns to understand and control his own behavior as well as he is learning to understand and control the behavior of crop plants and domestic animals, he may be justified in believing that he has become civilized.","Ayn Rand","Learning,Man,Control,Plants"
"Money won't create success, the freedom to make it will.","Nelson Mandela","Success,Freedom,Money,Create"
"Money is not a motivating factor. Money doesn't thrill me or make me play better because there are benefits to being wealthy. I'm just happy with a ball at my feet. My motivation comes from playing the game I love. If I wasn't paid to be a professional footballer I would willingly play for nothing.","Lionel Messi","Love,Money,Happy,Motivation"
"I think marriage is a beautiful thing. I'm still a supporter of it.","Nas","Marriage,Beautiful,Think,Still"
"I will love the light for it shows me the way, yet I will endure the darkness because it shows me the stars.","Og Mandino","Love,Inspirational,Light,Stars"
"Why should we think upon things that are lovely? Because thinking determines life. It is a common habit to blame life upon the environment. Environment modifies life but does not govern life. The soul is stronger than its surroundings.","William James","Life,Thinking,Soul,Environment"
"Failure is success if we learn from it.","Malcolm Forbes","Failure,Success,Learn"
"Formal education will make you a living; self-education will make you a fortune.","Jim Rohn","Success,Education,You,Living"
"The more painful it is, tragically, the more you do learn, though, that's the good part.","Sylvia Browne","Learning,Good,Learn,You"
"Life is too short for long-term grudges.","Elon Musk","Life,Short,Life Is Too Short"
"One of the things that I did before I ran for president is I was a professional speaker. Not a motivational speaker - an inspirational speaker. Motivation comes from within. You have to be inspired. That's what I do. I inspire people, I inspire the public, I inspire my staff. I inspired the organizations I took over to want to succeed.","Herman Cain","Motivational,Inspirational,Inspire"
"In those early years in New York when I was a stranger in a big city, it was the companionship and later friendship which I was offered in the Linnean Society that was the most important thing in my life.","Ernst Mayr","Friendship,Life,Society,City"
"I am interested in a lot of the same things people are interested in. I am trying to raise kids without them self-destructing. I am trying to hold the marriage together, and I am trying to take off the same 10 pounds everyone else is.","Vicki Lawrence","Marriage,Together,I Am,People"
"In the business world, we can point to instances when a lack of integrity has bankrupted entire companies - in sectors as different as finance, telecommunications, manufacturing, and energy.","Rex Tillerson","Finance,Business,Integrity,World"
"I've always wanted to be a mom because I want to give a kid all of the magical gifts my mom gave to me, such as love and friendship. She and I had this incredible connection that was so unbelievable.","Jennifer Love Hewitt","Friendship,Love,Mom,Me"
"Action is the foundational key to all success.","Pablo Picasso","Success,Action,Key,Foundational"
"Our life always expresses the result of our dominant thoughts.","Soren Kierkegaard","Life,Thoughts,Result,Dominant"
"Blunders, no, only friendship binds us to honesty - attracting crypts of mushrooms in the wake of our snowboards.","Bradley Chicho","Friendship,Honesty,Mushrooms,Us"
"If you love somebody, let them go, for if they return, they were always yours. And if they don't, they never were.","Khalil Gibran","Love,Moving On,You,Go"
"Perhaps the most useful lesson which has come out of the work on penicillin has been the demonstration that success in this field depends on the development and coordinated use of technical methods.","Howard Florey","Success,Work,Development,Lesson"
"In a marriage, every fight is the same fight, over and over again, in different forms.","Jeff Bridges","Marriage,Fight,Different,Same"
"Libraries allow children to ask questions about the world and find the answers. And the wonderful thing is that once a child learns to use a library, the doors to learning are always open.","Laura Bush","Learning,Children,Child,World"
"Invincibility lies in the defence; the possibility of victory in the attack.","Sun Tzu","Success,Victory,Attack,Lies"
"The problem lies with us: we've become addicted to experts. We've become addicted to their certainty, their assuredness, their definitiveness, and in the process, we have ceded our responsibility, substituting our intellect and our intelligence for their supposed words of wisdom.","Noreena Hertz","Wisdom,Responsibility,Words"
"People who have a sense of self-efficacy bounce back from failure; they approach things in terms of how to handle them rather than worrying about what can go wrong.","Albert Bandura","Failure,People,Back,Go"
"I take care of my flowers and my cats. And enjoy food. And that's living.","Ursula Andress","Food,Life,Flowers,Cats"
"Men are taught that if we are not the ultimate provider, we are a complete failure. We have to be number one in everything we do. There is nothing more delusional or paralysing than what I have just described.","Edgar Ramirez","Failure,Men,Everything,Nothing"
"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea. Let the brain, muscles, nerves, every part of your body, be full of that idea, and just leave every other idea alone. This is the way to success.","Swami Vivekananda","Success,Life,Alone,Brain"
"Friendship is like money, easier made than kept.","Samuel Butler","Friendship,Money,Easier,Like"
"One of the greatest pieces of economic wisdom is to know what you do not know.","John Kenneth Galbraith","Wisdom,Greatest,Know,You"
"Love takes up where knowledge leaves off.","Thomas Aquinas","Love,Knowledge,Up,Off"
"The failure of women to have reached positions of leadership has been due in large part to social and professional discrimination.","Rosalyn S. Yalow","Failure,Leadership,Women"
"We are all born with a unique genetic blueprint, which lays out the basic characteristics of our personality as well as our physical health and appearance... And yet, we all know that life experiences do change us.","Joan D. Vinge","Life,Change,Health,Personality"
"Success is the one unpardonable sin against our fellows.","Ambrose Bierce","Success,Sin,Success Is,Against"
"Friendship has its illusions no less than love.","Stendhal","Friendship,Love,Illusions,Less"
"I arise in the morning torn between a desire to improve the world and a desire to enjoy the world. This makes it hard to plan the day.","E. B. White","Life,Morning,Day,World"
"George Soros is one of the few characters from the world of finance who deserves to be called larger-than-life.","Gary Weiss","Finance,World,Characters,Who"
"This is love: to fly toward a secret sky, to cause a hundred veils to fall each moment. First to let go of life. Finally, to take a step without feet.","Rumi","Life,Love,Sky,Step"
"Peace and friendship with all mankind is our wisest policy, and I wish we may be permitted to pursue it.","Thomas Jefferson","Friendship,Peace,Wish,Policy"
"It's hard asking someone with a broken heart to fall in love again.","Eric Kripke","Love,Heart,Fall,Broken"
"We must develop and maintain the capacity to forgive. He who is devoid of the power to forgive is devoid of the power to love. There is some good in the worst of us and some evil in the best of us. When we discover this, we are less prone to hate our enemies.","Martin Luther King, Jr.","Love,Best,Good,Power"
"Life experience is what defines our character, even if it means getting your heart broken or being lied to. You know, you need the downs to appreciate the ups. Going on the adventure or taking that risk is important.","Nev Schulman","Life,Adventure,Experience"
"The learning curve is 'The Hobbit' is being shot in 3D.","Andy Serkis","Learning,Curve,Being,Shot"
"Marriage is not just spiritual communion, it is also remembering to take out the trash.","Joyce Brothers","Marriage,Spiritual,Trash"
"Red is such an interesting color to correlate with emotion, because it's on both ends of the spectrum. On one end you have happiness, falling in love, infatuation with someone, passion, all that. On the other end, you've got obsession, jealousy, danger, fear, anger and frustration.","Taylor Swift","Love,Happiness,Fear,Passion"
"Success is not to be pursued; it is to be attracted by the person you become.","Jim Rohn","Wisdom,Success,You,Success Is"
"I don't regret any decision in my life... not my career, not marriage. Every experience has been so fulfilling in so many ways.","Amrita Singh","Marriage,Life,Experience,Regret"
"Loyalty and friendship, which is to me the same, created all the wealth that I've ever thought I'd have.","Ernie Banks","Friendship,Loyalty,Wealth,Me"
"There's always failure. And there's always disappointment. And there's always loss. But the secret is learning from the loss, and realizing that none of those holes are vacuums.","Michael J. Fox","Learning,Failure,Disappointment"
"Neither man nor woman is perfect or complete without the other. Thus, no marriage or family, no ward or stake is likely to reach its full potential until husbands and wives, mothers and fathers, men and women work together in unity of purpose, respecting and relying upon each other's strengths.","Sheri L. Dew","Marriage,Work,Family,Women"
"Our Nation must defend the sanctity of marriage.","George W. Bush","Marriage,Nation,Defend,Must"
"If you try to do your best there is no failure.","Mike Farrell","Failure,Best,Do Your Best,You"
"You must understand the whole of life, not just one little part of it. That is why you must read, that is why you must look at the skies, that is why you must sing and dance, and write poems and suffer and understand, for all that is life.","Jiddu Krishnamurti","Life,Dance,You,Look"
"I'm fascinated by failure, and I'm fascinated by finality. Shakespeare's historical plays are more universal than his comedies because they relate to the finality of life. Without finality, life would not be beautiful.","George Hickenlooper","Failure,Life,Beautiful,Universal"
"You might not make it to the top, but if you are doing what you love, there is much more happiness there than being rich or famous.","Tony Hawk","Love,Happiness,Famous,Doing"
"I think marriage is a scary concept. It's a scary concept for anybody. I'm not sure where I sit with that.","Hozier","Marriage,Think,Scary,Concept"
"I love being. There's so much wisdom in it. You wake up in the morning and you think, Hey, isn't it great just being?","Gwyneth Paltrow","Wisdom,Love,Morning,Great"
"I think the best thing I can do is to be a distraction. A husband lives and breathes his work all day long. If he comes home to more table thumping, how can the poor man ever relax?","Jackie Kennedy","Marriage,Work,Home,Day"
"I know you want me to let you in on some big secret to success in the NBA. The secret is there is no secret. It's just boring old habits.","Ray Allen","Success,Me,Habits,Know"
"Life is not black and white; there is some gray nuance to it.","Pilou Asbaek","Life,Black And White,Black"
"I'm learning simplicity and how to wear my body. I'm enjoying life and trying to be the best me.","Gelila Bekele","Learning,Life,Best,Simplicity"
"I would sign an executive order protecting religious liberty, our first amendment rights, so Christian business owners and individuals don't face discrimination for having a traditional view of marriage.","Bobby Jindal","Marriage,Business,Discrimination"
"Since so many romantic comedies vary little in their storyline, the success or failure of such movies depends largely on whether we believe in the relationship of the protagonists.","Mariella Frostrup","Failure,Success,Relationship"
"Food for the body is not enough. There must be food for the soul.","Dorothy Day","Food,Soul,Body,Enough"
"Nothing is perfect. Life is messy. Relationships are complex. Outcomes are uncertain. People are irrational.","Hugh Mackay","Life,Relationship,People"
"I don't think there's anything they can say about me that I haven't said about myself already. And I would be an absolute total liar, and my fans would not respect me, if I said that my life and my marriage are perfect. But we absolutely love each other; we have fun together - it's great.","Mary J. Blige","Marriage,Love,Life,Respect"
"Children want to mimic adults. They notice when you choose to prepare fresh vegetables over calling in another pizza pie for dinner. They will see that food made with love and care outweighs going through the drive-through window.","Marcus Samuelsson","Food,Love,Children,Pizza"
"They succeed, because they think they can.","Virgil","Success,Think,Succeed,Because"
"If you have no confidence in self, you are twice defeated in the race of life.","Marcus Garvey","Life,Courage,Confidence,Self"
"The first time you marry for love, the second for money, and the third for companionship.","Jackie Kennedy","Marriage,Love,Time,Money"
"Never accept ultimatums, conventional wisdom, or absolutes.","Christopher Reeve","Wisdom,Accept,Never"
"A huge part of swimming for me is I love it, and it is so much fun.","Missy Franklin","Love,Fun,Swimming,Me"
"I long for the raised voice, the howl of rage or love.","Leslie Fiedler","Love,Long,Voice,Rage"
"To wear your heart on your sleeve isn't a very good plan; you should wear it inside, where it functions best.","Margaret Thatcher","Wisdom,Best,Good,Heart"
"There is no reasoning, no process of inference or comparison; there is no thinking about things, no putting two and two together; there are no ideas - the animal does not think of the box or of the food or of the act he is to perform.","Edward Thorndike","Food,Together,Thinking,Animal"
"You can be discouraged by failure, or you can learn from it. So go ahead and make mistakes, make all you can. Because, remember that's where you'll find success - on the far side of failure.","Thomas J. Watson","Failure,Success,Mistakes,Remember"
"My friend was on dialysis for six years before he got a new kidney. I was on dialysis for eight months. I'm almost not even the typical person who has kidney failure.","Natalie Cole","Failure,Friend,New,Years"
"But all actors go through the process, it's hit and miss, you have achievement and failure.","Thomas Haden Church","Failure,Achievement,Process,You"
"I doubt whether the world holds for any one a more soul-stirring surprise than the first adventure with ice-cream.","Heywood Broun","Food,Adventure,World,Surprise"
"The war we are fighting today against terrorism is a multifaceted fight. We have to use every tool in our toolkit to wage this war - diplomacy, finance, intelligence, law enforcement, and of course, military power - and we are developing new tools as we go along.","Richard Armitage","Finance,War,Today,Power"
"Never have a companion that casts you in the shade.","Baltasar Gracian","Friendship,You,Never,Companion"
"I trust you: That's huge. That's truth. That's real love. Everyone uses 'I love you' so loosely.","Justin Chatwin","Love,Trust,I Love You,Truth"
"What I enjoy most is travelling to different places and meeting new people. For me, it's all about life experiences, and I'm very grateful that acting allows me so many interesting and fulfilling ones.","Jensen Ackles","Life,Grateful,People,Me"
"I am aloof by nature. I mind my own business. I'm good with everyone, and I get along fine with people. But work is work, and friendship is friendship. I never mix the two.","Sonakshi Sinha","Friendship,Work,Business,Nature"
"So, for example, if a child is labeled as having a learning disability, it has very concrete consequences for the kinds of services and potentially accommodations that child will get.","Robert Sternberg","Learning,Child,Disability"
"We don't want to end up in a class war. We want everyone to have food, clean water, and a long life expectancy.","Arvind Gupta","Food,Life,War,Water"
"I think if you look at the failure of journalism in the modern age, then I don't want to be called a journalist.","Shane Smith","Failure,Age,Journalism,Think"
"Everything we do is for the purpose of altering consciousness. We form friendships so that we can feel certain emotions, like love, and avoid others, like loneliness. We eat specific foods to enjoy their fleeting presence on our tongues. We read for the pleasure of thinking another person's thoughts.","Sam Harris","Love,Loneliness,Thinking"
"My daughter is my biggest achievement. She is a little star and my life has changed so much for the better since she came along.","Denise Van Outen","Life,Daughter,Achievement"
"Success or failure depends more upon attitude than upon capacity successful men act as though they have accomplished or are enjoying something. Soon it becomes a reality. Act, look, feel successful, conduct yourself accordingly, and you will be amazed at the positive results.","William James","Success,Positive,Failure,Attitude"
"When it's good business to make healthier food, then it becomes sustainable.","Dean Ornish","Food,Business,Good,Sustainable"
"Where is the Life we have lost in living? Where is the wisdom we have lost in knowledge? Where is the knowledge we have lost in information?","T. S. Eliot","Wisdom,Life,Knowledge,Information"
"Better be wise by the misfortunes of others than by your own.","Aesop","Wisdom,Wise,Better,Others"
"In most things success depends on knowing how long it takes to succeed.","Charles de Montesquieu","Success,Long,Succeed,Knowing"
"Going home, spending time with the family, I feel they're my friends as well, all of them. I look forward to meeting any one of them for a coffee, and when we all get together, I just love it.","Domhnall Gleeson","Love,Family,Time,Home"
"It's easy to be lazy when there's food lying around backstage or there's a fast-food joint a couple blocks away. But if you walk a little further, ask around a bit, of course there are exciting things to discover.","Alex Kapranos","Food,Walk,Easy,You"
"My marriage is incredibly important to me. It's the place from which I engage in the world every day, and the place to which I return every day.","Chelsea Clinton","Marriage,Day,World,Me"
"But the best teams I've encountered have one important thing in common: their team structure and processes cover a full range of distinct competencies necessary for success.","Jesse James Garrett","Success,Best,Team,Important"
"To good and true love fear is forever affixed.","Francois Rabelais","Love,Fear,Good,True Love"
"My most memorable meal is every Thanksgiving. I love the food: the turkey and stuffing; the sweet potatoes and rice, which come from my mother's Southern heritage; the mashed potatoes, which come from my wife's Midwestern roots; the Campbell's green-bean casserole; and of course, pumpkin pie.","Douglas Conant","Food,Love,Mother,Wife"
"Forever, it was just soccer - passion, life, love. Then I got married, and I had to transfer some of my energy. I want to be my best for my country, but I also made a really big promise and choice to be the best in my marriage. That has not always been the easiest thing to manage.","Abby Wambach","Marriage,Love,Life,Best"
"I would love to have the same rights as everybody else. I would love, I don't care if it's called marriage. I don't care if it's called, you know, domestic partnership. I don't care what it's called.","Ellen DeGeneres","Marriage,Love,Partnership,Care"
"By the time I had reached the age of 16, in the 10th grade, my parents, after 22 years of marriage, one day decided to get a divorce.","Frank Abagnale","Marriage,Time,Age,Day"
"The best food is in Chicago. There are great restaurants everywhere, from fancy places to burger joints.","Steve Carell","Food,Best,Great,Chicago"
"Your heaviest artillery will be your will to live. Keep that big gun going.","Norman Cousins","Motivational,Gun,Live,Will"
"Unrest of spirit is a mark of life.","Karl A. Menninger","Life,Spirit,Mark,Unrest"
"Each time you go to the grocery store with your kids, it is a potential learning opportunity. In order not to overemphasize materialism, focus on other things to do with money. In 'Beyond the Lemonade Stand,' I try to emphasize the importance of saving money, and of using it to help other people.","Bill Rancic","Learning,Time,Money,Opportunity"
"Giving back, doing motivational speeches and stuff like that, that's always made me feel good. If you repeatedly go out there, and you are the change that you want to see, then that's what you are.","Keke Palmer","Motivational,Change,Good,Giving"
"The best thing to hold onto in life is each other.","Audrey Hepburn","Life,Love,Best,Hold"
"Love's greatest gift is its ability to make everything it touches sacred.","Barbara De Angelis","Love,Gift,Greatest"
"A waffle is like a pancake with a syrup trap.","Mitch Hedberg","Food,Like,Trap,Waffle"
"You will find as you look back upon your life that the moments when you have truly lived are the moments when you have done things in the spirit of love.","Henry Drummond","Love,Life,Moments,Spirit"
"I know how to finance something. It's easier today because, as you're more successful, everybody wants to do deals with you. But even in the beginning, when I took Landry's public, I owned 100 percent of it. I never had investors or anything. I was just always able to find a way to do it.","Tilman J. Fertitta","Finance,Today,Beginning,Successful"
"As I grow older, I think friendship between women is a thing to cherish.","Susan Glaspell","Friendship,Women,Grow,Think"
"If you love life, don't waste time, for time is what life is made up of.","Bruce Lee","Love,Life,Time,Love Life"
"We do not create marriage from scratch. Instead, in the elegant language of the marriage ceremony, we 'enter into the holy estate of matrimony.'","Nancy Pearcey","Marriage,Language,Create,Scratch"
"Thank you, God, for this good life and forgive us if we do not love it enough.","Garrison Keillor","Love,Life,Good,God"
"Just when I think I have learned the way to live, life changes.","Hugh Prather","Life,Change,Changes,Live Life"
"I wanted to be an independent woman, a woman who could pay for her bills, a woman who could run her own life - and I became that woman.","Diane von Furstenberg","Life,Woman,Independence"
"Here is the test to find whether your mission on Earth is finished: if you're alive, it isn't.","Richard Bach","Life,Earth,Mission,You"
"Men always talk about the most important things to perfect strangers. In the perfect stranger we perceive man himself; the image of a God is not disguised by resemblances to an uncle or doubts of wisdom of a mustache.","Gilbert K. Chesterton","Wisdom,God,Man,Men"
"The secret to success is to own nothing, but control everything.","Nelson Rockefeller","Success,Control,Success Is"
"A little more persistence, a little more effort, and what seemed hopeless failure may turn to glorious success.","Elbert Hubbard","Success,Hope,Failure,Persistence"
"Love and compassion are necessities, not luxuries. Without them humanity cannot survive.","Dalai Lama","Love,Compassion,Humanity"
"There is no such thing as darkness; only a failure to see.","Malcolm Muggeridge","Failure,Darkness,See,Only"
"Like any friendship or marriage, familiarity breeds more contempt, and love, and everything.","Martin Freeman","Friendship,Love,Marriage,Everything"
"If you aren't learning, you are regressing, because more growth comes from failure than from success.","Shahid Khan","Failure,Success,Learning,Growth"
"Luck is great, but most of life is hard work.","Iain Duncan Smith","Life,Work,Hard Work,Great"
"Students teach all sorts of things but most importantly they make explicit the courage that it takes to be a learner, the courage it takes to open yourself to the transformative power of real learning and that courage I am exposed to almost every day at MIT and that I'm deeply grateful for.","Junot Diaz","Learning,Courage,Power,Day"
"Whenever I'd go to restaurants, the main chef came out and was cooking for me, and he's asking me how the food is. I get, like, VIP service, so it's weird.","Inbee Park","Food,Service,Chef,Cooking"
"Music is love, love is music, music is life, and I love my life. Thank you and good night.","A. J. McLean","Life,Love,Music,Good"
"If we do not change our negative habits toward climate change, we can count on worldwide disruptions in food production, resulting in mass migration, refugee crises and increased conflict over scarce natural resources like water and farm land. This is a recipe for major security problems.","Michael Franti","Food,Change,Water,Conflict"
"All human actions are equivalent and all are on principle doomed to failure.","Jean-Paul Sartre","Failure,Human,Actions,Principle"
"You are never too old to set another goal or to dream a new dream.","Les Brown","Motivational,Goal,Dream,You"
"Youth is something I never wanna take for granted. I just want to smile and live life.","Tyler, The Creator","Life,Smile,Live Life,Youth"
"Year's end is neither an end nor a beginning but a going on, with all the wisdom that experience can instill in us.","Hal Borland","Wisdom,Experience,End,New Year's"
"Definiteness of purpose is the starting point of all achievement.","W. Clement Stone","Success,Achievement,Purpose"
"We cannot insist only on issues related to abortion, gay marriage and the use of contraceptive methods. The teaching of the church is clear, and I am a son of the church, but it is not necessary to talk about these issues all the time.","Pope Francis","Marriage,Time,Son,I Am"
"If you want to fight the evil you see in finance and industry, get to work reading the corporate filings, see if there has been fraud, and where you find it, report it to the SEC or write about it or blog about it.","Ben Stein","Finance,Work,Reading,Fight"
"I feel sorry sometimes for these sportsmen and women who put in just as much effort as the footballers. For example, athletes train at least as hard as footballers but have to be happy if they can earn enough to finance a decent education.","Angela Merkel","Finance,Education,Women,Happy"
"Education is what remains after one has forgotten what one has learned in school.","Albert Einstein","Learning,Education,School,Forgotten"
"I have been a teacher myself all my life. I have an intense passion to share with people. Our only salvation is in knowledge, in learning.","Leo Buscaglia","Learning,Life,Teacher,Knowledge"
"Friendship often ends in love; but love in friendship - never.","Charles Caleb Colton","Friendship,Love,Never,Ends"
"'I resolve to eat less food' sounds good in theory, but it's often hard to sustain. And if you believe that it's all willpower, then you're likely to be upset with yourself if you don't succeed.","Dean Ornish","Food,Good,Yourself,Believe"
"Flaming enthusiasm, backed up by horse sense and persistence, is the quality that most frequently makes for success.","Dale Carnegie","Success,Persistence,Quality,Horse"
